Title,Issue,Journal,Abstract,Link,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,Author18,Author19,Author20,JEL1,JEL2,JEL3,JEL4,JEL5,JEL6,JEL7,JEL8,JEL9,JEL10,JEL11,JEL12,JEL13,JEL14,JEL15,JEL16,JEL17,JEL18,JEL19,JEL20
Gender Attitudes in the Judiciary: Evidence from US Circuit Courts,"VOL. 16, NO. 1, JANUARY 2024",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Do gender attitudes influence interactions with female judges in US circuit courts? In this paper, we propose a judge-specific measure of gender attitudes based on use of gender-stereotyped language in the judge's authored opinions. Exploiting quasi-random assignment of judges to cases and conditioning on judges' characteristics, we validate the measure showing that higher-slant judges vote more conservatively in gender-related cases. Higher-slant judges interact differently with female colleagues: they are more likely to reverse lower court decisions if the lower court judge is a woman than a man, are less likely to assign opinions to female judges, and cite fewer female-authored opinions.",https://www.aeaweb.org/articles?id=10.1257/app.20210435,Elliott Ash,Daniel L. Chen,Arianna Ornaghi,,,,,,,,,,,,,,,,,,D91,J16,K41,,,,,,,,,,,,,,,,,
The Value of Leisure Synchronization,"VOL. 16, NO. 1, JANUARY 2024",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"This paper explores the extent to which workers are willing to trade hours worked for leisure time shared with their spouse. We use the fact that the number and timing of paid vacation days to which French employees are entitled vary in a quasi-random way from year to year along with the dates of public holidays. Self-employed workers do not benefit from public holidays, but we show that a large fraction of them substitute a day of unpaid leisure for a day of paid work whenever their spouse gets an extra day of paid leave.",https://www.aeaweb.org/articles?id=10.1257/app.20220184,Simon Georges-Kot,Dominique Goux,Eric Maurin,,,,,,,,,,,,,,,,,,D12,D91,J22,J23,,,,,,,,,,,,,,,,
Increasing the Cost of Informal Employment: Evidence from Mexico,"VOL. 16, NO. 1, JANUARY 2024",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We estimate the effect of increasing the cost of informal jobs on formal firms' and workers' outcomes. We combine administrative records and household surveys and exploit exogenous variation in the cost of informality generated by over 480,000 random worksite inspections in Mexico. For informal workers, inspections temporarily increase the probability of being formalized at the inspected firm, but separations also rise. For formal workers, we find temporary increases in the probability of remaining formally employed at the inspected firm and in monthly wages. At the firm level, increasing the cost of informal jobs leads to persistently lower formal employment.",https://www.aeaweb.org/articles?id=10.1257/app.20200763,Brenda Samaniego de la Parra,León Fernández Bujanda,,,,,,,,,,,,,,,,,,,D22,E26,J22,J31,J46,O15,,,,,,,,,,,,,,
What Impacts Can We Expect from School Spending Policy? Evidence from Evaluations in the United States,"VOL. 16, NO. 1, JANUARY 2024",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We conduct meta-analysis on a comprehensive set of studies of the impacts of US K-12 public school spending on student outcomes—estimating average marginal impacts and heterogeneity across contexts. On average, a policy increasing spending by $1,000 per pupil for four years improves test scores by 0.0316σ and college-going by 2.8 pp. Moving beyond averages, we use estimates of heterogeneity and observable policy differences to produce informative probability distributions of policy effects. Effects are smaller for economically advantaged populations, marginal effects of capital spending are similar to noncapital, and effects are similar across baseline spending levels and geography. Confounding and publication biases are minimal.",https://www.aeaweb.org/articles?id=10.1257/app.20220279,C. Kirabo Jackson,Claire L. Mackevicius,,,,,,,,,,,,,,,,,,,H75,I21,I22,I26,I28,,,,,,,,,,,,,,,
Employer Concentration and Wages for Specialized Workers,"VOL. 16, NO. 1, JANUARY 2024",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"This paper studies how wages respond to a sudden change in employer concentration by using the deregulation of the Swedish pharmacy industry. The reform involved a substantial and policy-driven increase in the number of employers that varied by local labor market. Exploiting this variation, elasticities of wages with respect to labor market concentration are estimated between −0.025 and −0.061. The positive wage effects from reduced employer concentration are most prevalent for more mobile workers as well as younger and foreign-born workers. Overall, the paper finds that employer concentration matters for wages in a context where skills are industry specific.",https://www.aeaweb.org/articles?id=10.1257/app.20210280,Anna Thoresson,,,,,,,,,,,,,,,,,,,,J24,J31,J42,L13,L81,L88,,,,,,,,,,,,,,
The Virus of Fear: The Political Impact of Ebola in the United States,"VOL. 16, NO. 1, JANUARY 2024",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We study how public anxiety over the threat of a disease outbreak can affect voter behavior by looking at the Ebola scare that hit the United States in 2014. Exploiting timing and locations of the four cases diagnosed in the country, we show that heightened concern about Ebola led to a lower Democratic vote share and lower turnout, despite no evidence of a general anti-incumbent effect (including President Obama). Voters displayed increasingly conservative attitudes on immigration, but not on other ideologically charged issues. Our findings indicate that emotional reactions can have a strong electoral impact, mediated by issues plausibly associated with the specific triggering factor.",https://www.aeaweb.org/articles?id=10.1257/app.20220030,Filipe Campante,Emilio Depetris-Chauvin,Ruben Durante,,,,,,,,,,,,,,,,,,D72,D91,I12,J15,,,,,,,,,,,,,,,,
How Do Households Respond to Job Loss? Lessons from Multiple High-Frequency Datasets,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"How much and through which channels do households self-insure against job loss? Combining data from a large bank and from government sources, we quantify a broad range of responses to job loss in a unified empirical framework. Cumulated over a two-year period, households reduce spending by 30 percent of their income loss. They mainly self-insure through adjustments of liquid balances, which account for 50 percent of the income loss. Other channels—spousal labor supply, private transfers, home equity extraction, mortgage refinancing, and consumer credit—contribute less to self-insurance. Both overall self-insurance and the channels vary with household characteristics in intuitive ways.",https://www.aeaweb.org/articles?id=10.1257/app.20210206,Asger Lau Andersen,Amalie Sofie Jensen,Niels Johannesen,Claus Thustrup Kreiner,Søren Leth-Petersen,Adam Sheridan,,,,,,,,,,,,,,,D12,G21,G51,J64,J65,,,,,,,,,,,,,,,
Improving Regulatory Effectiveness through Better Targeting: Evidence from OSHA,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We study how a regulator can best target inspections. Our case study is a US Occupational Safety and Health Administration (OSHA) program that randomly allocated some inspections. On average, each inspection led to 2.4 (9 percent) fewer serious injuries over the next 5 years. Using new machine learning methods, we find that OSHA could have averted as much as twice as many injuries by targeting inspections to workplaces with the highest expected averted injuries and nearly as many by targeting the highest expected level of injuries. Either approach would have generated up to $850 million in social value over the decade we examine.",https://www.aeaweb.org/articles?id=10.1257/app.20200659,Matthew S. Johnson,David I. Levine,Michael W. Toffel,,,,,,,,,,,,,,,,,,C63,J28,J81,K32,L51,,,,,,,,,,,,,,,
Temporal Instability of Risk Preference among the Poor: Evidence from Payday Cycles,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"The poor live paycheck to paycheck and are repeatedly exposed to strong cyclical income fluctuations. We investigate whether such income fluctuations affect their risk preference. If risk preference temporarily changes around payday, optimal decisions made before payday may no longer be optimal afterward, which could reinforce poverty. By exploiting social security payday cycles in the United States, we find that the poor relying heavily on social security become more risk tolerant before payday. More than cognitive decline before payday, the deterioration of mental health and relative deprivation are likely to play a role. We find similar evidence among the Japanese elderly.",https://www.aeaweb.org/articles?id=10.1257/app.20220073,Mika Akesaka,Peter Eibich,Chie Hanaoka,Hitoshi Shigeoka,,,,,,,,,,,,,,,,,D81,D91,G51,I12,I32,J14,J31,,,,,,,,,,,,,
Coming Apart? Cultural Distances in the United States over Time,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We analyze trends in cultural distances between groups in the United States defined by income, education, gender, race, and political ideology. We measure cultural distance as the ability to infer an individual's group based on media diet, consumer behavior, time use, social attitudes, or newborn's name. Gender difference in time-use decreased between 1965 and 1995 and has remained constant since. Differences in social attitudes by political ideology, and somewhat by income, have increased over the last four decades. Whites and non-Whites have diverged in consumer behavior. For all other demographic divisions and cultural dimensions, cultural distance has been broadly constant over time.",https://www.aeaweb.org/articles?id=10.1257/app.20210663,Marianne Bertrand,Emir Kamenica,,,,,,,,,,,,,,,,,,,D12,D91,J15,J16,L82,Z13,,,,,,,,,,,,,,
"Immigration, Crime, and Crime (Mis)Perceptions","VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"This paper studies the effects of immigration on crime and crime perceptions in Chile, where the foreign-born population tripled in less than ten years. We document null effects of immigration on crime but positive and significant effects on crime-related concerns and on preventive behavioral responses, such as investing in home security. We explore several channels and provide suggestive evidence related to low- versus high-education immigrants, ethnicity-related intergroup threats, and the role of local media.",https://www.aeaweb.org/articles?id=10.1257/app.20210156,Nicolás Ajzenman,Patricio Dominguez,Raimundo Undurraga,,,,,,,,,,,,,,,,,,D83,D91,J15,K42,L82,O15,O17,,,,,,,,,,,,,
Coordination and Bandwagon Effects: How Past Rankings Shape the Behavior of Voters and Candidates,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Candidates' placements in polls and past elections can be powerful coordination devices for parties and voters. Using a regression discontinuity design in French two-round elections, we show that candidates who place first in the first round are more likely to stay in the race and win than those who placed second. These effects are even larger for ranking second versus third, and also present for third versus fourth. They stem from allied parties agreeing on which candidate should drop out, voters coordinating their choice, and the bandwagon effect of wanting to vote for the winner. We find similar results across 19 other countries.",https://www.aeaweb.org/articles?id=10.1257/app.20210840,Riako Granzier,Vincent Pons,Clemence Tricaud,,,,,,,,,,,,,,,,,,D72,D83,D91,K16,,,,,,,,,,,,,,,,
Contagious Dishonesty: Corruption Scandals and Supermarket Theft,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Is dishonest behavior contagious? We answer this question by studying whether corruption scandals affect the propensity of supermarket customers to steal while using a self-service checkout system. Crucially, this system allows shoppers to engage in dishonest behavior by underreporting the value of their shopping cart. Exploiting data from random audits on shoppers, we show that the probability of stealing increases by 16 percent after a local corruption scandal breaks. This effect is not driven by any change in material incentives. Suggestive evidence shows that it is driven by a reduction in the self-imposed cost of stealing.",https://www.aeaweb.org/articles?id=10.1257/app.20210446,Giorgio Gulino,Federico Masera,,,,,,,,,,,,,,,,,,,D12,D73,D91,K42,L81,Z13,,,,,,,,,,,,,,
Collateralized Marriage,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Marriage rates have become increasingly stratified by homeownership. We investigate this in a household model where investments in public goods reduce future earnings and, thus, divorce risk creates inefficiencies. Access to a joint savings technology, like a house, collateralizes marriage, providing insurance to the lower-earning partner and increasing specialization, public goods, and value from marriage. We use idiosyncratic variation in housing prices to show that homeownership access indeed leads to greater specialization. The model also predicts that policies that erode the marriage contract in other ways will make wealth a more important determinant of marriage, which we confirm empirically.",https://www.aeaweb.org/articles?id=10.1257/app.20210614,Jeanne Lafortune,Corinne Low,,,,,,,,,,,,,,,,,,,D12,D86,G51,H41,J12,R31,,,,,,,,,,,,,,
How Cable News Reshaped Local Government,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"This paper shows that partisan cable news broadcasts have a causal effect on the size and composition of budgets in US localities. Using exogenous channel positioning as an instrument for viewership, we show that exposure to the conservative Fox News channel reduces revenues and expenditures. Multiple mechanisms drive these results: Fox News improves election chances for local Republicans, alters politician campaign agendas, and shifts voter policy preferences on fiscal issues. Consistent with the priorities of small-government conservatism, we find evidence that private provision compensates for the reduced public services. The ""Fox News effect"" extends beyond vote shares to rightward policy shifts.",https://www.aeaweb.org/articles?id=10.1257/app.20210501,Elliott Ash,Sergio Galletta,,,,,,,,,,,,,,,,,,,D72,H71,H72,H75,I20,L82,,,,,,,,,,,,,,
Hidden Income and the Perceived Returns to Migration,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"In many developing economies, urban workers earn substantially more than rural workers with the same level of education. Why don't more rural workers migrate to cities? I use two field experiments in Kenya to show that low migration is partly due to underestimation of urban incomes, which is sustained by income hiding by migrants. Parents at the origin underestimate their migrant children's incomes by nearly half, and underestimation is greater when a migrant's remittance obligations are high. Providing information about urban earnings increases migration to the capital city by about 40 percent over two years.",https://www.aeaweb.org/articles?id=10.1257/app.20210571,Travis Baseler,,,,,,,,,,,,,,,,,,,,C93,J31,J61,J82,O15,O18,R23,,,,,,,,,,,,,
Returns to International Migration: Evidence from a Bangladesh-Malaysia Visa Lottery,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"South Asians traveling to richer Asian nations is the world's largest migration corridor. We track down applicants to a government lottery that randomly allocated visas to Bangladeshis for temporary labor contracts in Malaysia, five years later. Most lottery winners migrate, and migrants' earnings triple. Their remittance raises their family's standard of living in Bangladesh. The migrant's absence pauses marriage and childbirth and shifts decision-making power toward females. Migration removes enterprising individuals, lowering household entrepreneurship, but does not crowd out other family members' labor supply. A deferred migration offer never materialized for a subgroup. Their premigration investments in skills generate no returns in the domestic market.",https://www.aeaweb.org/articles?id=10.1257/app.20220258,Ahmed Mushfiq Mobarak,Iffath Sharif,Maheshwor Shrestha,,,,,,,,,,,,,,,,,,F22,F24,I31,J24,J31,J82,O15,,,,,,,,,,,,,
Civil Liberties in Times of Crisis,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We study people's willingness to trade off civil liberties for increased health security in the context of the COVID-19 pandemic by deploying representative surveys involving around 550,000 responses across 15 countries. We document significant heterogeneity across groups in willingness to sacrifice rights: citizens disadvantaged by income, education, or race are less willing to sacrifice rights than their more advantaged peers in every country. Leveraging naturally occurring variation and experimental approaches, we estimate a one standard deviation increase in health insecurity increases willingness to sacrifice civil liberties by 68–83 percent of the difference between the average Chinese and US citizen.",https://www.aeaweb.org/articles?id=10.1257/app.20210736,Marcella Alsan,Luca Braghieri,Sarah Eichmeyer,Minjeong Joyce Kim,Stefanie Stantcheva,David Y. Yang,,,,,,,,,,,,,,,D12,D91,I12,I18,K38,O17,P36,,,,,,,,,,,,,
Discrimination in Times of Crises and the Role of the Media,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Can the extent of ethnic discrimination change quickly, and what circumstances and mechanisms make such changes possible? I address these questions by using scraped data to study the daily evolution of customer discrimination against Arab doctors in Israel from January 2020 to June 2021. Results show that: (1) the outbreak of the coronavirus crisis in March 2020 led to a dramatic decline in discrimination; (2) the eruption of a wave of ethnic riots in May 2021 had the opposite effect; (3) media coverage of the contribution of Arab doctors to the fight against the pandemic helped bring about the first change.",https://www.aeaweb.org/articles?id=10.1257/app.20210732,Asaf Zussman,,,,,,,,,,,,,,,,,,,,D91,I12,J15,J44,L82,,,,,,,,,,,,,,,
Physical Disability and Labor Market Discrimination: Evidence from a Video Résumé Field Experiment,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We sent fictitious applications to firms advertising job openings. We find that revealing a disability decreases callback rates by 25 percentage points. This result is not explained by accessibility constraints or lower productivity due to disability. We find that including a video résumé of a well-spoken applicant significantly increases callbacks by 10 percentage points for persons with and without disabilities, suggesting that discrimination is unaffected by quality signals in our context. Analysis of viewing activity suggests that employers seek less information when the applicant is disabled. Disclosing the disability later in the video increases employers' viewing time but leaves callback rates unchanged.",https://www.aeaweb.org/articles?id=10.1257/app.20210633,Charles Bellemare,Marion Goussé,Guy Lacroix,Steeve Marchand,,,,,,,,,,,,,,,,,C93,J14,J23,J24,J71,K31,M51,,,,,,,,,,,,,
The Effect of Hospital Postpartum Care Regulations on Breastfeeding and Maternal Time Allocation,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We study the effects of state hospital regulations intended to increase breastfeeding by requiring certain standards of care during the immediate postpartum hospital stay. We find that these regulations significantly increased breastfeeding initiation by 3.8 percentage points (5.1 percent) and the probability of breastfeeding at 3 and 6 months postpartum by approximately 7 percent. We also provide evidence that these breastfeeding-promoting policies significantly increased maternal time spent on child care, crowding out time spent on formal work. Observed reductions in employment are concentrated among mothers with infants between zero and three months of age.",https://www.aeaweb.org/articles?id=10.1257/app.20220201,Emily C. Lawler,Katherine G. Yewell,,,,,,,,,,,,,,,,,,,H75,I11,I18,J13,J16,J22,,,,,,,,,,,,,,
When Sarah Meets Lawrence: The Effects of Coeducation on Women's College Major Choices,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"We leverage variation in the adoption of coeducation by US women's colleges to study how exposure to a mixed-gender collegiate environment affects women's human capital investments. Our event-study analyses of newly collected historical data find a 3.0–3.5 percentage point (30–33 percent) decline in the share of women majoring in STEM fields. While coeducation caused a large influx of male peers and a modest increase in male faculty, we find no evidence that it altered the composition of the female student body or other gender-neutral inputs. Extrapolation of our main estimate suggests that coeducational environments explain 36 percent of the current gender gap in STEM majors.",https://www.aeaweb.org/articles?id=10.1257/app.20210692,Avery Calkins,Ariel J. Binder,Dana Shaat,Brenden Timpe,,,,,,,,,,,,,,,,,I23,I26,J16,J24,,,,,,,,,,,,,,,,
Uncovering Peer Effects in Social and Academic Skills,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"This paper studies the impact of adolescent peers who are central in their social network on the formation of social skills and academic performance of fellow students. I conduct a novel large-scale field experiment at selective public boarding schools in Peru with two treatments: (i) more socially central versus less socially central peers, and (ii) higher-achieving versus lower-achieving peers. Peer effects are more pronounced for social skills than academic performance, and both vary by gender. While socially central peers lead boys to better social skills, higher-achieving peers decrease girls' test scores. Gender differences in self-confidence can explain both findings.",https://www.aeaweb.org/articles?id=10.1257/app.20210583,Román Andrés Zárate,,,,,,,,,,,,,,,,,,,,C93,I21,I26,J13,J16,O15,Z13,,,,,,,,,,,,,
Does Discipline Decrease Police Misconduct? Evidence from Chicago Civilian Allegations,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Reformers are calling for greater oversight of police behavior, in part through enhanced use of civilian complaints. However, others counter that greater oversight could chill effective policing. We assess police officer response to administrative determinations of misconduct. Using Chicago data, we find strong evidence that a sustained allegation reduces that officer's future misconduct. We find no evidence that this effect is driven by incapacitation, such as assignment to desk duty, or by officer disengagement. We conclude that our findings are most consistent with improved officer conduct, in part from oversight and officer concerns over promotion, salary, and desirable assignments.",https://www.aeaweb.org/articles?id=10.1257/app.20200568,Kyle Rozema,Max Schanzenbach,,,,,,,,,,,,,,,,,,,H76,J45,K42,M54,,,,,,,,,,,,,,,,
Halfway Home? Residential Housing and Reincarceration,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: APPLIED ECONOMICS,"Every year, hundreds of thousands of people are released from prison. For many, the transition back to society includes a mandatory stay in residential housing. I estimate the effect of residential housing on reincarceration using administrative data from Iowa. I address selection into residential housing by instrumenting for residential housing assignment with the recommendation rate of randomly assigned case managers. I find no evidence that Iowa's costly investment in residential housing results in reduced reincarceration relative to parole. Instead, residential housing increases reincarceration due to violent crimes and technical violations, while decreasing drug and public order crimes.",https://www.aeaweb.org/articles?id=10.1257/app.20200150,Logan M. Lee,,,,,,,,,,,,,,,,,,,,K42,R23,R31,R38,,,,,,,,,,,,,,,,
