Title,Issue,Journal,Abstract,Link,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,Author18,Author19,Author20,JEL1,JEL2,JEL3,JEL4,JEL5,JEL6,JEL7,JEL8,JEL9,JEL10,JEL11,JEL12,JEL13,JEL14,JEL15,JEL16,JEL17,JEL18,JEL19,JEL20
"The Introduction of the Income Tax, Fiscal Capacity, and Migration: Evidence from US States","VOL. 16, NO. 1, FEBRUARY 2024",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We evaluate how fiscal capacity and migration respond to the introduction of the individual income tax, drawing on new panel data on US states from 1900 to 2010. We find that the introduction of the income tax increased revenue per capita by 12 percent in the short term, 15 percent in the medium term, and 17 percent in the long term. The absolute level of revenue, however, did not significantly change over the long term for post–World War II adopters. To explain this, we show that the introduction of the income tax induced significant outmigration to non-income-tax states by middle- and high-earning households.",https://www.aeaweb.org/articles?id=10.1257/pol.20210388,Traviss Cassidy,Mark Dincecco,Ugo Antonio Troiano,,,,,,,,,,,,,,,,,,H71,H73,N32,N42,N92,R23,,,,,,,,,,,,,,
Experimental Evidence on the Effectiveness of Nonexperts for Improving Vaccine Demand,"VOL. 16, NO. 1, FEBRUARY 2024",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We experimentally vary signals and senders to identify which combination will increase vaccine demand among a disadvantaged population in the United States—Black and White men without a college education. Our main finding is that laypeople (nonexpert concordant senders) are most effective at promoting vaccination, particularly among those least willing to become vaccinated. This finding points to a trade-off between the higher qualifications of experts on the one hand and the lower social proximity to low-socioeconomic-status populations on the other hand, which may undermine credibility in settings of low trust.",https://www.aeaweb.org/articles?id=10.1257/pol.20210393,Marcella Alsan,Sarah Eichmeyer,,,,,,,,,,,,,,,,,,,D82,H51,I11,I12,I14,J15,,,,,,,,,,,,,,
Addressing Environmental Justice through In-Kind Court Settlements,"VOL. 16, NO. 1, FEBRUARY 2024",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"In US environmental court cases, a cash penalty can be mitigated if a defendant volunteers to undertake an in-kind project, such as retrofitting school buses or building a public park. A goal of the policy is to address environmental justice concerns for low-income and minority populations, yet the historical record shows in-kind settlements most likely occur in cases involving high-income, majority-White communities. A choice experiment reveals that the public prefers in-kind settlements over cash, and a randomized survey reveals in-kind settlements improve the public's view of a violating firm, consistent with our finding of positive stock market reactions to in-kind settlements.",https://www.aeaweb.org/articles?id=10.1257/pol.20210432,Pamela Campa,Lucija Muehlenbachs,,,,,,,,,,,,,,,,,,,D63,H23,J15,K32,Q53,Q58,,,,,,,,,,,,,,
State Taxation of Nonresident Income and the Location of Work,"VOL. 16, NO. 1, FEBRUARY 2024",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Prior studies show that taxes matter for the residential locations of high-income earners. But states raise a significant share of revenue from nonresidents. Using variation in state tax rates, we provide causal evidence on the effect of the net-of-tax rate on the location of labor supply for professional golfers. State taxes induce high-income earners to shift employment to low-tax states without a residence change. The elasticity of working in a state is 0.34 and, consistent with the superstar phenomenon, increases with earnings. Our results suggest a novel margin of mobility responses for top earners: the spatial relocation of labor supply by nonresidents.",https://www.aeaweb.org/articles?id=10.1257/pol.20210567,David R. Agrawal,Kenneth Tester,,,,,,,,,,,,,,,,,,,H71,H73,J22,J44,J61,R23,Z22,,,,,,,,,,,,,
Corporate Taxation and Evasion Responses: Evidence from a Minimum Tax in Honduras,"VOL. 16, NO. 1, FEBRUARY 2024",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We study corporate responses to a minimum income tax, using the universe of corporate tax filings in Honduras. The policy design allows us to separately estimate cost misreporting under profit taxation and the elasticity of reported revenue. Large corporations overreport true costs when taxed on profits. Taxing revenue leads to a substantial decrease in reported revenues: we estimate an elasticity in the range 0.35–1. The elasticity of revenue is attenuated when third-party information on the revenue of firms is available, suggesting misreporting plays an important role. Our results inform trade-offs when broadening tax bases to curb evasion.",https://www.aeaweb.org/articles?id=10.1257/pol.20210587,Felipe Lobel,Thiago Scot,Pedro Zúniga,,,,,,,,,,,,,,,,,,H25,H26,K34,L25,O14,O17,,,,,,,,,,,,,,
Mandatory Retirement for Judges Improved the Performance of US State Supreme Courts,"VOL. 16, NO. 1, FEBRUARY 2024",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"This paper provides evidence on how mandatory retirement influences judge performance using reforms in US state supreme courts as a natural experiment. We find that introducing mandatory retirement improves court performance as measured by output (number of opinions) and legal influence (number of citations to opinions). While older judges are cited less than younger judges, the effect of mandatory retirement is larger than what is expected from a change in the age distribution. We find some evidence that the additional effect is due to selective attrition and that the presence of older judges reduces the performance of younger judges.",https://www.aeaweb.org/articles?id=10.1257/pol.20210667,Elliott Ash,W. Bentley MacLeod,,,,,,,,,,,,,,,,,,,H76,J14,J24,J26,K40,,,,,,,,,,,,,,,
Do Credit Supply Shocks Affect Employment in Middle-Income Countries?,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"This paper studies the effect of bank credit supply shocks on formal employment in Mexico using a proprietary dataset containing information on all loans extended to firms by commercial banks during 2010–2015. We find large impacts on the formal employment of small and medium firms: a positive credit shock of 1 standard deviation increases yearly employment by 1.4 percentage points. The shares of uncollateralized credit and credit received by family firms, younger firms, and firms with no previous bank relationships also increase, suggesting that credit shocks may play a more prominent role for employment creation in credit-constrained settings.",https://www.aeaweb.org/articles?id=10.1257/pol.20210354,Emilio Gutierrez,David Jaume,Martín Tobal,,,,,,,,,,,,,,,,,,D22,G21,G32,J23,L25,M51,O16,,,,,,,,,,,,,
Public and Private Options in Practice: The Military Health System,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Recent debates over health care reform, including in the context of the Military Health System (MHS) and Veterans Administration, highlight the dispute between public and private provision of health care services. Using novel data on childbirth claims from the MHS and drawing on the combination of plausibly exogenous patient moves and heterogeneity across bases in the availability of base hospitals, we identify the impact of receiving obstetrical care on versus off military bases. We find evidence that off-base care is associated with slightly greater resource intensity, but also notably better outcomes, suggesting marginal efficiency gains from care privatization.",https://www.aeaweb.org/articles?id=10.1257/pol.20210625,Michael D. Frakes,Jonathan Gruber,Timothy Justicz,,,,,,,,,,,,,,,,,,H51,H56,I11,I18,J13,L33,,,,,,,,,,,,,,
Age Discrimination across the Business Cycle,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We test whether age discrimination rises during recessions using two complementary analyses. Confidential EEOC microdata reveal that age-related firing and hiring charges rise by 3.3 percent and 1.6 percent, respectively, for each percentage point increase in a state-industry's monthly unemployment. Though the opportunity cost of filing falls, the fraction of meritorious claims increases—a sufficient condition for rising discrimination under plausible assumptions. Second, we repurpose data from hiring correspondence studies conducted across different cities and time periods during the recovery from the Great Recession. Each percentage point increase in local unemployment reduces the callback rate for older versus younger women by 15 percent.",https://www.aeaweb.org/articles?id=10.1257/pol.20210169,Gordon B. Dahl,Matthew Knepper,,,,,,,,,,,,,,,,,,,E32,J14,J16,J23,J71,M51,,,,,,,,,,,,,,
My Professor Cares: Experimental Evidence on the Role of Faculty Engagement,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We provide experimental evidence on the impact of specific faculty behaviors aimed at increasing student success for college students from historically underrepresented groups. The intervention was developed after conducting in-person focus groups and a pilot experiment. We find significant positive treatment effects across a multitude of short- and longer-run outcomes. Specifically, underrepresented students in the treatment report more positive perceptions of the professor and earned higher course grades. These positive effects persisted over the next several years, with students in the treatment more likely to persist in college, resulting in increased credit accumulation and degree completion.",https://www.aeaweb.org/articles?id=10.1257/pol.20210699,Scott E. Carrell,Michal Kurlaender,,,,,,,,,,,,,,,,,,,I22,I23,I28,J15,J44,,,,,,,,,,,,,,,
Public Pension Reforms and Retirement Decisions: Narrative Evidence and Aggregate Implications,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We construct a database of public pension policy changes with motivation and implementation information for ten OECD countries. Structural pension reforms, motivated by long-run sustainability concerns, often come with prolonged phase-in periods. In response to pension retrenchments implemented immediately, people close to retirement stay in the workforce longer. News about future pension retrenchments with implementation lags, however, is likely to lead this group to exit the labor market. This decline in the labor force participation rate is particularly strong for reforms with long lags, ones that introduce fundamental policy changes, and ones where citizens have lower trust in the government.",https://www.aeaweb.org/articles?id=10.1257/pol.20200881,Huixin Bi,Sarah Zubair,,,,,,,,,,,,,,,,,,,E62,H55,J14,J22,J26,,,,,,,,,,,,,,,
Moved to Poverty? A Legacy of the Apartheid Experiment in South Africa,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"During the South African apartheid, Black people were forced to move to homelands during the 1960s and 1970s, resulting in one of history's largest segregation policy experiments. We examine how and why relocation to the homelands affected human capital attainment. Exploiting the staggered timing of homeland establishment in a cross-cohort identification strategy, we find that moving to the homelands during childhood significantly reduces educational attainment, labor earnings, and employment rates in adulthood. The data suggest an important role for place effects. Moving to the homelands in childhood implies greater exposure to poorer neighborhoods, and it disproportionally reduces human capital attainment.",https://www.aeaweb.org/articles?id=10.1257/pol.20210439,Bladimir Carrillo,Carlos Charris,Wilman Iglesias,,,,,,,,,,,,,,,,,,I26,J15,J24,J31,N37,O15,R23,,,,,,,,,,,,,
Dynamic Impacts of School-Based Internet Access on Student Learning: Evidence from Peruvian Public Primary Schools,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We investigate the impacts of school-based internet access on second graders' test scores, using over 2 million student observations from a panel of Peruvian public primary schools. We identify effects up to 6+ years after installation on different cohorts of second-grade students, exploiting variation in the timing of internet access induced by the rollout of a national program. We find positive but modest short-run impacts, but importantly, these effects grow for subsequent cohorts. Indeed, short-run estimates alone would have led to different conclusions. These dynamics underscore the value of extended evaluation windows to allow benefits of educational technology to materialize.",https://www.aeaweb.org/articles?id=10.1257/pol.20200719,Leah K. Lakdawala,Eduardo Nakasone,Kevin Kho,,,,,,,,,,,,,,,,,,I21,I26,I28,O15,,,,,,,,,,,,,,,,
Effects of Maturing Private School Choice Programs on Public School Students,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Using a rich dataset that merges student-level school records with birth records, and leveraging a student fixed effects design, we explore how a Florida private school choice program affected public school students' outcomes as the program matured and scaled up. We observe growing benefits (higher standardized test scores and lower absenteeism and suspension rates) to students attending public schools with more preprogram private school options as the program matured. Effects are particularly pronounced for lower-income students, but results are positive for more affluent students as well. Local and district-wide private school competition are both independently related to student outcomes.",https://www.aeaweb.org/articles?id=10.1257/pol.20210710,David N. Figlio,Cassandra M. D. Hart,Krzysztof Karbownik,,,,,,,,,,,,,,,,,,H75,I21,I22,I28,,,,,,,,,,,,,,,,
Electoral Cycles in Macroprudential Regulation,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Do politics matter for macroprudential policies? I show that changes in macroprudential regulation exhibit a predictable electoral cycle in the run-up to 221 elections across 58 countries from 2000 through 2014. Policies restricting mortgages and consumer credit are systematically looser before elections, particularly during economic expansions. Consistent with theories of opportunistic political cycles, this pattern is stronger when election outcomes are uncertain, regulators are closely tied to politicians, and institutions are poor. These results suggest that political pressures may limit the ability of regulators to ""lean against the wind.""",https://www.aeaweb.org/articles?id=10.1257/pol.20200626,Karsten Müller,,,,,,,,,,,,,,,,,,,,D72,E32,G01,G21,G28,,,,,,,,,,,,,,,
Market Power and Price Exposure: Learning from Changes in Renewable Energy Regulation,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Given the critical role of renewable energies in current and future electricity markets, it is important to understand how they affect firms' pricing incentives. We study whether the price-depressing effect of renewables depends on their degree of market price exposure. Paying renewables with fixed prices, rather than market-based prices, is more effective at curbing market power when the dominant firms own large shares of renewables, and vice versa. Our empirical analysis leverages several short-lived changes to renewables regulation in the Spanish market and shows that switching from full-price exposure to fixed prices caused a 2–4 percent reduction in the average price-cost markup.",https://www.aeaweb.org/articles?id=10.1257/pol.20210221,Natalia Fabra,Imelda,,,,,,,,,,,,,,,,,,,L13,L94,L98,Q42,Q48,,,,,,,,,,,,,,,
The Effects of Import Competition on Unionization,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We study direct and indirect effects of Chinese import competition on union membership in the United States, 1990–2014. Import competition in manufacturing induced a modest decline in unionization within manufacturing industries. The magnitude is small because unionized manufacturers competed in higher-quality product segments. Manufacturers in right-to-work states experienced more direct competition with low-quality Chinese imports. Outside of manufacturing, however, import competition causes an important increase in union membership, as less educated women shift away from retail and toward jobs in health care and education where unions are stronger. We calculate that Chinese imports prevented 26 percent of the union density decline that would have otherwise occurred.",https://www.aeaweb.org/articles?id=10.1257/pol.20200709,John S. Ahlquist,Mitch Downe,,,,,,,,,,,,,,,,,,,F14,F16,J16,J51,L60,P33,,,,,,,,,,,,,,
Information and Spillovers from Targeting Policy in Peru's Anchoveta Fishery,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"This paper establishes that a targeted policy backfires because it reveals information about nontargeted units. In the world's largest fishery, the regulator attempts to reduce the harvesting of juvenile fish by temporarily closing areas where the share of juvenile catch is high. By combining administrative microdata with biologically richer data from fishing firms, I isolate variation in closures that is due to the regulator's lower-resolution data. I estimate substantial temporal and spatial spillovers from closures. Closures increase total juvenile catch by 48 percent because closure announcements implicitly signal that fishing before, just outside, and after closures is high productivity.",https://www.aeaweb.org/articles?id=10.1257/pol.20210812,Gabriel Englander,,,,,,,,,,,,,,,,,,,,D83,O13,Q21,Q22,Q28,,,,,,,,,,,,,,,
Digitization and the Market for Physical Works: Evidence from the Google Books Project,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"The free digital distribution of creative works could cannibalize demand for physical versions, but it could also boost physical sales by enabling consumers to discover the original work. We study the impact of the Google Books digitization project on the market for physical books. We find that digitization significantly boosts the demand for physical versions and provide evidence for the discovery channel. Moreover, digitization allows independent publishers to introduce new editions for existing books, further increasing sales. Our results highlight the potential of free digital distribution to strengthen the demand for and supply of physical products.",https://www.aeaweb.org/articles?id=10.1257/pol.20210702,Abhishek Nagaraj,Imke Reimers,,,,,,,,,,,,,,,,,,,D12,L82,L86,,,,,,,,,,,,,,,,,
Brexit Uncertainty and Its (Dis)service Effects,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We estimate the impact of increased policy uncertainty from Brexit on UK trade in services. We apply an uncertainty-augmented gravity equation to UK services trade with the European Union at the industry level from 2016:I to 2018:IV. By exploiting the variation in the probability of Brexit from prediction markets interacted with a new trade policy risk measure across service industries, we identify a significant negative impact of the threat of Brexit on trade values and participation. The increased probability of Brexit in this period lowered services exports by at least 20 log points.",https://www.aeaweb.org/articles?id=10.1257/pol.20200808,Saad Ahmad,Nuno Limão,Sarah Oliver,Serge Shikher,,,,,,,,,,,,,,,,,F13,F14,F15,,,,,,,,,,,,,,,,,
"Do Tax Incentives Increase Firm Innovation? An RD Design for R&D, Patents, and Spillovers","VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"We present causal evidence of R&D tax incentives' positive impacts on a firm's own innovation and that of its technological neighbors. Exploiting a change in size-based eligibility thresholds for R&D tax relief, we implement a Regression Discontinuity Design using administrative data. We find significant effects of tax relief on (quality-adjusted) patenting (and R&D) that persist up to seven years, and evidence of R&D spillovers on the innovation of technologically close firms. We can rule out elasticities of patenting with respect to R&D user cost of under 2 at the 5 percent level and show that our large effects are driven by financially constrained treated firms.",https://www.aeaweb.org/articles?id=10.1257/pol.20200739,Antoine Dechezleprêtre,Elias Einiö,Ralf Martin,Kieu-Trang Nguyen,John Van Reenen,,,,,,,,,,,,,,,,D22,H25,H32,O31,O34,,,,,,,,,,,,,,,
Juvenile Crime and Anticipated Punishment,"VOL. 15, NO. 4, NOVEMBER 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Can sanctions deter juvenile crime? Research indicates that they may not, as offending barely decreases when individuals cross the age of criminal majority and begin to face harsher sanctions. Several models of criminal behavior predict, however, that these small reactions close to the threshold may mask larger behavioral responses among individuals below the age threshold. Policy variation between 2007–2015 in the United States is used to show evidence consistent with these predictions—juvenile crime increases when the age of majority is increased. This increase is driven by younger age groups and is considerably larger than discontinuity estimates at the threshold.",https://www.aeaweb.org/articles?id=10.1257/pol.20210530,Ashna Arora,,,,,,,,,,,,,,,,,,,,D91,J13,K42,,,,,,,,,,,,,,,,,
Sin Taxes and Self-Control,"VOL. 15, NO. 3, AUGUST 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"According to theory, ""sin taxes"" are welfare improving if consumers with low self-control respond at least as much to the tax as consumers with high self-control. We investigate empirically if demand response to soft drink and fat tax variations in Denmark depends on consumers' self-control. We use a unique home-scan panel that includes a survey measure of self-control. When taxes increase, consumers with low self-control reduce purchases less strongly than consumers with high self-control. When taxes decrease, both groups increase their purchases similarly. The results show an asymmetry in price elasticities by self-control that is more pronounced when taxes increase.",https://www.aeaweb.org/articles?id=10.1257/pol.20200479,Renke Schmacker,Sinne Smed,,,,,,,,,,,,,,,,,,,D12,D91,H25,H31,I12,I18,L66,,,,,,,,,,,,,
Special Economic Zones and Human Capital Investment: 30 Years of Evidence from China,"VOL. 15, NO. 3, AUGUST 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"By exploiting the large quantity and rich variety of special economic zones (SEZs) in China, this study investigates how such zones affect human capital investment. Results show that SEZs significantly increase the local high school enrollment rate, but the impact varies across zone types: technology-oriented zones encourage education, while export-led zones discourage it. The increased job opportunities and wage premiums inside SEZs for employees with high school education increase high school enrollment, while such opportunities and wages for employees with middle school education decrease enrollment. A very small portion of the impact, if any, can be attributed to increased income.",https://www.aeaweb.org/articles?id=10.1257/pol.20200492,Fangwen Lu,Weizeng Sun,Jianfeng Wu,,,,,,,,,,,,,,,,,,I21,I26,J24,J31,O15,P23,R32,,,,,,,,,,,,,
Common Practice: Spillovers from Medicare on Private Health Care,"VOL. 15, NO. 3, AUGUST 2023",AMERICAN ECONOMIC JOURNAL: ECONOMIC POLICY,"Efforts to raise US health-care productivity have proceeded slowly, potentially due to the fragmentation of payment across insurers. Each insurer's efforts to improve care could influence how doctors practice for other insurers, leading to unvalued externalities. We study a randomized letter intervention by Medicare to curtail overuse of antipsychotics. The letters did not mention private insurance but reduced prescribing to these patients by 12 percent, much like the 17 percent effect in Medicare. We cannot reject one-for-one spillovers, suggesting that physicians use similar medical practice styles across insurers. Our findings establish that insurers can affect health care well outside their direct purview.",https://www.aeaweb.org/articles?id=10.1257/pol.20200553,Michael L. Barnett,Andrew Olenski,Adam Sacarn,,,,,,,,,,,,,,,,,,D24,G22,I11,I13,I18,,,,,,,,,,,,,,,
