Title,Issue,Journal,Abstract,Link,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,Author18,Author19,Author20,JEL1,JEL2,JEL3,JEL4,JEL5,JEL6,JEL7,JEL8,JEL9,JEL10,JEL11,JEL12,JEL13,JEL14,JEL15,JEL16,JEL17,JEL18,JEL19,JEL20
Detecting Mother-Father Differences in Spending on Children: A New Approach Using Willingness-to-Pay Elicitation,"VOL. 5, NO. 4, DECEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"This paper tests whether mothers and fathers differ in their spending on daughters relative to sons by comparing their willingness to pay (WTP) for specific goods for their children. This method, which we apply in Uganda, offers more precision than the standard method of examining expenditure effects of mothers' versus fathers' income. We find that fathers have a lower WTP for their daughters' than their sons' human capital but mothers do not. Altruism plays a role: fathers' but not mothers' WTP for goods that simply bring joy to their daughters is lower than their WTP for such goods for sons.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220159,Rebecca Dizon-Ross,Seema Jayachandran,,,,,,,,,,,,,,,,,,,D64,G51,J12,J13,J16,O12,,,,,,,,,,,,,,
Herd Design,"VOL. 5, NO. 4, DECEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"The classic herding model examines the asymptotic behavior of agents who observe their predecessors' actions as well as a private signal from an exogenous information structure. In this paper, we introduce a self-interested sender into the model and study her problem of designing this information structure. If agents cannot observe each other, the model reduces to Bayesian persuasion. However, when agents observe predecessors' actions, they may learn from them, potentially harming the sender. We identify necessary and sufficient conditions under which the sender can nevertheless obtain the same utility as when the agents are unable to observe each other.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220412,Itai Arieli,Ronen Gradwohl,Rann Smorodinsk,,,,,,,,,,,,,,,,,,D82,D83,D91,,,,,,,,,,,,,,,,,
The Impact of Host Language Proficiency on Migrants' Employment Outcomes,"VOL. 5, NO. 4, DECEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"This paper estimates the economic gains from proficiency in the host country's language on migrants' employment outcomes by exploiting the exogenous placement of refugees to Swiss cantons and a sharp language border dividing German- and French-speaking regions. Using administrative data on African refugees who applied for Swiss asylum between 2008 and 2017, I compare French-speaking refugees assigned to the French-speaking region to French-speaking refugees assigned to the German-speaking region and adjust for common regional differences with outcomes from English-speaking African refugees. The results suggest that language proficiency more than doubles the employment level in the first five years after arrival.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220386,Lukas Schmid,,,,,,,,,,,,,,,,,,,,J15,J24,J31,J82,R23,,,,,,,,,,,,,,,
Global Innovation and Knowledge Diffusion,"VOL. 5, NO. 4, DECEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We develop a Ricardian model of trade where countries innovate ideas that diffuse globally. Our key result provides necessary and sufficient conditions for innovation and diffusion to generate max-stable Fréchet productivity, linking generalized extreme value expenditure to knowledge flows. Innovation makes a country technologically distinct, reducing its substitutability with other countries. In contrast, diffusion generates technological similarity, increasing head-to-head competition and substitutability. In an innovation-only model where countries do not share ideas, productivities are independent across countries and expenditure is CES. Consequently, departures from CES reveal diffusion patterns.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220384,Nelson Lind,Natalia Ramondo,,,,,,,,,,,,,,,,,,,F11,O31,O33,O41,,,,,,,,,,,,,,,,
Dishonesty and Public Employment,"VOL. 5, NO. 4, DECEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We exploit a natural experiment to study the causal link between dishonest behavior and public employment. When military conscription was mandatory in Argentina, eligibility was determined by both a lottery and a medical examination. To avoid conscription, individuals at risk of being drafted had strong incentives to cheat in their medical examination. These incentives varied with the lottery number. Exploiting this exogenous variation, we first present evidence of cheating in medical examinations. We then show that individuals with a higher probability of having cheated in health checks exhibit a higher propensity to occupy nonmeritocratic public sector jobs later in life.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220550,Guillermo Cruces,Martín A. Rossi,Ernesto Schargrodsk,,,,,,,,,,,,,,,,,,D91,J45,K42,O15,,,,,,,,,,,,,,,,
Cognitive Behavioral Therapy Reduces Crime and Violence over Ten Years: Experimental Evidence,"VOL. 5, NO. 4, DECEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"Several small, short-term, or nonexperimental studies show that cognitive behavioral–informed interventions reduce antisocial behaviors over one to two years, but persistence research is rare. We followed 999 high-risk men in Liberia ten years after randomization into eight weeks of low-cost, nonspecialist-led therapy; $200 cash; both; or neither. A decade later, antisocial behaviors (such as robbery and drug selling) fell 0.2 standard deviations from therapy alone—significantly greater than the one-year impacts. Meanwhile, men who received therapy plus cash were 0.25 standard deviations less anti-social—similar to one-year results. In both cases, impacts were concentrated in men exhibiting highest baseline risk.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220427,Christopher Blattman,Sebastian Chaskel,Julian C. Jamison,Margaret Sheridan,,,,,,,,,,,,,,,,,D91,K42,O15,O17,,,,,,,,,,,,,,,,
Hiring Frictions and the Promise of Online Job Portals: Evidence from India,"VOL. 5, NO. 4, DECEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"Despite the growing prominence of online job portals, firms remain reluctant to hire outside traditional recruitment networks. We find that experimentally providing firms with a combination of advertising and the ability to verify applicant identity increases portal-based hiring by 68 percent and the likelihood of filling a vacancy by 11 percent. Advertising attracts more skilled applicants, while verification enables the screening of unfamiliar applicants. Portal-based hires are retained beyond the standard assessment period, suggesting that they are well suited to the vacancies. Firms assigned only advertising also attract more skilled applicants, but providing neither advertising nor verification alone increases hiring.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220566,A. Nilesh Fernando,Niharika Singh,Gabriel Tourek,,,,,,,,,,,,,,,,,,D22,J23,J24,J63,M51,O15,,,,,,,,,,,,,,
"Mistakes in Future Consumption, High MPCs Now","VOL. 5, NO. 4, DECEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"In a canonical intertemporal consumption model, future consumption mistakes (in response to saving changes) lead to higher current marginal propensities to consume (MPCs). These mistakes increase the value of changing current consumption relative to changing saving, as additional saving will not be spent optimally. Various behavioral biases can cause these mistakes, such as inattention, present bias, diagnostic expectations, and near-rationality (epsilon-mistakes). This result helps explain the empirical puzzle of high-liquidity consumers' high MPCs. In my approach, predictions of sophistication (anticipation of future mistakes) can be derived independently of the underlying biases.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220452,Chen Lian,,,,,,,,,,,,,,,,,,,,D15,D91,E21,,,,,,,,,,,,,,,,,
The Power of Certainty: Experimental Evidence on the Effective Design of Free Tuition Programs,"VOL. 5, NO. 3, SEPTEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"Proposed ""free college"" policies vary widely in design. The simplest set tuition to zero for everyone. More targeted approaches limit free tuition to those who demonstrate need through an application process. We experimentally test the effects of these two models on the schooling decisions of low-income students. An unconditional free tuition offer from a large public university substantially increases application and enrollment rates. A free tuition offer contingent on proof of need has a much smaller effect on application and none on enrollment. These results are consistent with students placing a high value on financial certainty when making schooling decisions.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220094,Elizabeth Burland,Susan Dynarski,Katherine Michelmore,Stephanie Owen,Shwetha Raghuraman,,,,,,,,,,,,,,,,H52,H75,I22,I23,I28,I32,,,,,,,,,,,,,,
A Characterization for Optimal Bundling of Products with Nonadditive Values,"VOL. 5, NO. 3, SEPTEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"This paper studies the optimal bundling of products with nonadditive values. Under monotonic preferences and single-peaked profits, I show that a monopolist finds pure bundling optimal if and only if the optimal sales volume for the grand bundle is larger than the optimal sales volume for any smaller bundle. I then detail how my analysis relates to ratio monotonicity results on bundling and describe the implications for nonlinear pricing.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220056,Soheil Ghili,,,,,,,,,,,,,,,,,,,,D21,D42,L12,L25,,,,,,,,,,,,,,,,
Reducing Frictions in Health Care Access: The ActionHealthNYC Experiment for Undocumented Immigrants,"VOL. 5, NO. 3, SEPTEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"In 2016, New York City designed and implemented an intervention to reduce frictions in accessing safety net care: randomly making initial primary care appointments for 2,428 undocumented immigrants. We leverage a novel survey-administrative data linkage to show that the program increased self-reported access to primary care, leading to 23 percent fewer emergency department (ED) visits. High-risk individuals' ED visits fell by 32 percent on average, driving the aggregate effect. Preventive care also increased among individuals visiting sponsored clinics.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220126,Adrienne Sabety,Jonathan Gruber,Jin Yung Bae,Rishi Sood,,,,,,,,,,,,,,,,,H75,I11,I12,I13,I14,I18,J15,,,,,,,,,,,,,
A Minimalist Model for the Ruble during the Russian Invasion of Ukraine,"VOL. 5, NO. 3, SEPTEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"This note isolates an overlooked economic force for the ruble to appreciate in response to international sanctions limiting exports to Russia. The intuition is that when Russians are unable to buy the mix of foreign goods they wish, foreign goods become less attractive, increasing demand for domestic goods. To reestablish an equilibrium, a real appreciation is needed to raise the relative price of domestic goods and incentivize imports from nonsanctioning countries. We also review well-known forces for depreciation. Our analysis emphasizes that the exchange rate is an inadequate signal of the welfare impact and of the effectiveness of sanctions.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220303,Guido Lorenzoni,Iván Werning,,,,,,,,,,,,,,,,,,,D74,E31,F14,F31,F51,P24,P33,,,,,,,,,,,,,
Decision Theory and Stochastic Growth,"VOL. 5, NO. 3, SEPTEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"This paper examines connections between stochastic growth and decision problems. We use tools from the theory of large deviations to show that wishful thinking decision problems are equivalent to utility maximization problems, both of which are equivalent to growth maximization under idiosyncratic risk. Rational inattention problems are equivalent to growth-optimal portfolio problems, both of which are equivalent to growth maximization under aggregate risk. Stochastic growth generates extreme inequality, with nearly all wealth eventually held by those who happen to have faced empirical distributions that match the solution to the wishful thinking or rational inattention problem.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220456,Arthur Robson,Larry Samuelson,Jakub Steiner,,,,,,,,,,,,,,,,,,D31,D81,D82,D83,G51,O41,,,,,,,,,,,,,,
The Educational Consequences of Remote and Hybrid Instruction during the Pandemic,"VOL. 5, NO. 3, SEPTEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"Using testing data from over two million students in nearly 10,000 schools in 49 states (plus the District of Columbia), we investigate the role of remote and hybrid instruction in widening gaps in achievement by race and school poverty. We find that remote instruction was a primary driver of the widening gaps. Math gaps did not widen in areas that remained in person (although reading gaps did). We estimate that high-poverty districts that went remote in 2020–2021 will need to spend nearly all of their federal aid on helping students recover from pandemic-related academic achievement losses.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220180,Dan Goldhaber,Thomas J. Kane,Andrew McEachin,Emily Morton,Tyler Patterson,Douglas O. Staiger,,,,,,,,,,,,,,,H75,I12,I21,I24,I32,J15,,,,,,,,,,,,,,
The Unequal Consequences of Job Loss across Countries,"VOL. 5, NO. 3, SEPTEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We document the consequences of losing a job across countries using a harmonized research design applied to seven matched employer-employee datasets. Workers in Denmark and Sweden experience the lowest earnings declines following job displacement, while workers in Italy, Spain, and Portugal experience losses three times as high. French and Austrian workers face earnings losses somewhere in between. Key to these differences is that southern European workers are less likely to find employment following displacement. Loss of employer-specific wage premiums explains a substantial portion of wage losses in all countries.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220006,Antoine Bertheau,Edoardo Maria Acabbi,Cristina Barceló,Andreas Gulyas,Stefano Lombardi,Raffaele Saggio,,,,,,,,,,,,,,,J31,J63,J64,,,,,,,,,,,,,,,,,
"Finance, Managerial Inputs, and Misallocation","VOL. 5, NO. 3, SEPTEMBER 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"In standard macrofinance models, financial constraints mainly affect small or young firms but not large or old ones due to the self-financing mechanism, and the dispersion of marginal revenue product of capital (MRPK) of a firm cohort is less persistent than in the data. We extend a standard model by allowing firms to hire managers, and large firms hire disproportionately more managers, consistent with data. In our model, financial constraints and the dispersion of MRPK persist, and even large firms are likely to be constrained. The productivity loss from financial frictions is also substantially amplified.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220285,Chaoran Chen,Ashique Habib,Xiaodong Zhu,,,,,,,,,,,,,,,,,,D24,D25,G32,L25,M10,O16,P31,,,,,,,,,,,,,
The Agglomeration of Urban Amenities: Evidence from Milan Restaurants,"VOL. 5, NO. 2, JUNE 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We estimate agglomeration externalities in Milan's restaurant sector using the abolition of a unique regulation that restricted where restaurants could locate. In 2005, Milan abolished a minimum distance requirement that had kept the number of establishments artificially constant across neighborhoods. We find that after 2005, the geographical concentration of restaurants increased sharply and at an accelerating rate. Consistent with the existence of strong and self-sustaining agglomeration externalities, restaurants agglomerated in some neighborhoods and deserted others, leading to a growing divergence in local amenities across neighborhoods. Restaurants located in neighborhoods that experienced large increases in agglomeration reacted by increasing product differentiation.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220011,Marco Leonardi,Enrico Moretti,,,,,,,,,,,,,,,,,,,D62,L83,L88,R32,R52,,,,,,,,,,,,,,,
Reputation and Partial Default,"VOL. 5, NO. 2, JUNE 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"This paper presents a continuous-time reputation model of sovereign debt allowing for both varying levels of partial default and full default. In it, a government can be a nonstrategic commitment type or a strategic opportunistic type, and a government's reputation is its equilibrium Bayesian posterior of being the commitment type. Our equilibrium has that for bond levels reachable by both types without defaulting, bigger partial defaults (or bigger haircuts for bond holders) imply higher interest rates for subsequent bond issuances, as in the data.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210739,Manuel Amador,Christopher Phelan,,,,,,,,,,,,,,,,,,,D83,E32,E43,G12,H63,,,,,,,,,,,,,,,
Pandemic Schooling Mode and Student Test Scores: Evidence from US School Districts,"VOL. 5, NO. 2, JUNE 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We estimate the impact of district-level schooling mode (in-person versus hybrid or virtual learning) in the 2020–2021 school year on students' pass rates on standardized tests in grades 3–8 across 11 states. Pass rates declined from 2019 to 2021: an average of 12.8 percentage points in math and 6.8 in English language arts (ELA). Focusing on within-state, within-commuting zone variation in schooling mode, we estimate that districts with full in-person learning had significantly smaller declines (13.4 pp in math, 8.3 in ELA). The value to in-person learning was larger for districts with larger populations of Black students.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210748,Rebecca Jack,Clare Halloran,James Okun,Emily Oster,,,,,,,,,,,,,,,,,H75,I12,I18,I21,I28,J15,,,,,,,,,,,,,,
Status Quo Property Protection in Politico-Legal Systems,"VOL. 5, NO. 2, JUNE 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"This paper models status quo (SQ) protection of property rights. A politico-legal system determines eligibility of citizen groups for protection. A ruling authority can reallocate property if and only if reallocation is preferable to the status quo for one such group. Along the solution path, SQ protections distort allocations across different assets and different property owners. Asset distortions vanish in the limit as the path converges to a stationary assignment. Ownership distortions vanish in the limit if no individuals belong to every eligible group. If the authority is self-interested, systemic protection of vulnerable groups may be welfare improving.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220091,Roger Lagunoff,,,,,,,,,,,,,,,,,,,,D72,H13,K11,P14,,,,,,,,,,,,,,,,
Technical Change and Superstar Effects: Evidence from the Rollout of Television,"VOL. 5, NO. 2, JUNE 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"Technical change that extends market scale can generate winner-take-all dynamics, with large income growth among top earners. I test this ""superstar model"" in the entertainer labor market, where the historic rollout of television creates a natural experiment in scale-related technological change. The resulting inequality changes are consistent with superstar theory: the launch of a local TV station skews the entertainer wage distribution sharply to the right, with the biggest impact at the very top of the distribution, while negatively impacting workers below the star level. The findings provide evidence of superstar effects and distinguish such effects from popular alternative models.",https://www.aeaweb.org/articles?id=10.1257/aeri.20210539,Felix Koenig,,,,,,,,,,,,,,,,,,,,D31,J31,J44,L82,L88,O33,,,,,,,,,,,,,,
National and Global Impacts of Genetically Modified Crops,"VOL. 5, NO. 2, JUNE 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We estimate the impact of genetically modified (GM) crops on countrywide yields, harvested area, and trade using a triple-differences rollout design that exploits variation in the availability of GM seeds across crops, countries, and time. We find positive impacts on yields, especially in poor countries. Our estimates imply that without GM crops, the world would have needed 3.4 percent additional cropland to keep global agricultural output at its 2019 level. We also find that bans on GM cultivation have limited the global gain from GM adoption to one-third of its potential. Poor countries would benefit most from lifting such bans.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220144,Casper Worm Hansen,Asger Mose Wingender,,,,,,,,,,,,,,,,,,,O13,Q15,Q16,Q17,Q18,,,,,,,,,,,,,,,
A Note on Temporary Supply Shocks with Aggregate Demand Inertia,"VOL. 5, NO. 2, JUNE 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We study optimal monetary policy during temporary supply contractions when aggregate demand has inertia and the central bank is concerned about future constraints on expansionary policy. In this environment, it is optimal to run the economy hot until supply recovers. However, the policy does not remain loose throughout the low-supply phase. Overall, when the initial aggregate demand is low, the goal is to frontload the rate cuts to raise demand in anticipation of the recovery of supply. If inflation also has inertia, the central bank still overheats the economy during the low-supply phase but gradually cools it down over time.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220109,Ricardo J. Caballero,Alp Simsek,,,,,,,,,,,,,,,,,,,E12,E21,E23,E31,E43,E52,,,,,,,,,,,,,,
Should We Tax Capital Income or Wealth?,"VOL. 5, NO. 2, JUNE 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We study optimal capital income and wealth taxation in an economy that reproduces the importance of private businesses for output and inequality. If entrepreneurs are subject to collateral constraints, they face heterogeneous rates of return, which generate a meaningful distinction between capital income and wealth taxation. We find that taxing capital income is preferable to taxing wealth because the efficiency gains from wealth taxation are swamped by the redistributional benefits of taxing the profits of richer entrepreneurs. Consequently, the gains from taxing wealth are modest. This conclusion is robust to the planner's preference for redistribution and allowing for nonlinear taxes.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220192,Corina Boar,Virgiliu Midrigan,,,,,,,,,,,,,,,,,,,D31,H21,H23,H24,H25,K34,L26,,,,,,,,,,,,,
Influence Motives in Social Signaling: Evidence from COVID-19 Vaccinations in Germany,"VOL. 5, NO. 2, JUNE 2023",AMERICAN ECONOMIC REVIEW: INSIGHTS,"We investigate whether a desire to influence others' choices affects our own behavior. To separate such influence motives from social pressure, we study participants' willingness to register for a COVID-19 vaccination in a field experiment in Germany. We vary whether participants' registration decisions are shared with a peer, to activate social pressure, and whether peers are informed before their own decision, to isolate influence motives. We find that influence motives double participants' registration likelihood, an effect driven by individuals with ex ante trust in the vaccine. Despite anticipating to influence their peers, participants cannot alter peer behavior in the experiment.",https://www.aeaweb.org/articles?id=10.1257/aeri.20220163,Emilio Esguerra,Leonhard Vollmer,Johannes Wimmer,,,,,,,,,,,,,,,,,,C93,D12,D82,D91,I12,I18,,,,,,,,,,,,,,
