Title,Issue,Journal,Abstract,Link,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,Author18,Author19,Author20,JEL1,JEL2,JEL3,JEL4,JEL5,JEL6,JEL7,JEL8,JEL9,JEL10,JEL11,JEL12,JEL13,JEL14,JEL15,JEL16,JEL17,JEL18,JEL19,JEL20
Assessing the Stabilizing Effects of Unemployment Benefit Extensions,"VOL. 16, NO. 1, JANUARY 2024",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"We study the stabilizing role of benefit extensions. We develop a tractable quantitative model with heterogeneous agents, search frictions, and nominal rigidities. The model allows for a stabilizing aggregate demand channel and a destabilizing labor market channel. We characterize each channel analytically and find that aggregate demand effects quantitatively prevail in the United States. When feeding in estimated shocks, the model tracks unemployment in the two most recent downturns. We find that extensions lowered unemployment by a maximum of 0.36 pp in the Great Recession, while the joint stabilizing effect of extensions and benefit compensation peaked at 1.12 pp in the pandemic.",https://www.aeaweb.org/articles?id=10.1257/mac.20210385,Alexey Gorn,Antonella Trigari,,,,,,,,,,,,,,,,,,,E24,E32,E43,E52,J64,J65,,,,,,,,,,,,,,
Adverse Selection Dynamics in Privately Produced Safe Debt Markets,"VOL. 16, NO. 1, JANUARY 2024",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"Privately produced safe debt is designed so that there is no adverse selection in trade. But in some macro states—here, the onset of the pandemic—it becomes profitable for some agents to produce private information, and then agents face adverse selection when they trade the debt (i.e., it becomes information sensitive). We empirically study these adverse selection dynamics in a very important asset class, collateralized loan obligations (CLOs), which finance loans to below-investment-grade firms. We decompose the bid-ask spreads on the AAA bonds of CLOs into a component reflecting dealer bank balance sheet costs and the adverse selection component.",https://www.aeaweb.org/articles?id=10.1257/mac.20210383,Nathan Foley-Fisher,Gary Gorton,Stéphane Verani,,,,,,,,,,,,,,,,,,D22,D82,E44,G12,G14,G32,,,,,,,,,,,,,,
Work from Home before and after the COVID-19 Outbreak,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"Based on novel survey data, we document a persistent rise in work from home (WFH) over the course of the COVID-19 pandemic. Using theory and direct survey evidence, we argue that three-quarters of this increase reflects the adoption of new work arrangements that will likely be permanent for many workers. A quantitative model matched to survey data predicts that twice as many workers will WFH full-time postpandemic compared to prepandemic, and that one in every five instead of seven workdays will be WFH. These model predictions are consistent with survey evidence on workers' own expectations about WFH in the future.",https://www.aeaweb.org/articles?id=10.1257/mac.20210061,Alexander Bick,Adam Blandin,Karel Mertens,,,,,,,,,,,,,,,,,,I12,I18,J22,M54,,,,,,,,,,,,,,,,
"Product Variety, the Cost of Living, and Welfare across Countries","VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"We use the structure of the Melitz (2003) model to compute the cost of living and welfare across 47 countries, and compare these to conventional measures of prices and real consumption from the International Comparisons Project (ICP). The cost of living is inferred without directly using ICP prices of traded goods and instead relying on output prices, openness, domestic trade costs, and product variety measured by the counts of barcodes or firms. We find that welfare relative to the United States is lower than indicated by real consumption for most countries, but similar in China and Japan and similar or higher in some European countries.",https://www.aeaweb.org/articles?id=10.1257/mac.20210137,Alberto Cavallo,Robert C. Feenstra,Robert Inklaar,,,,,,,,,,,,,,,,,,E21,E23,E31,O11,,,,,,,,,,,,,,,,
Electricity and Firm Productivity: A General-Equilibrium Approach,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"Many policymakers view power outages as a major constraint on firm productivity in developing countries. Yet empirical studies find modest short-run effects of outages on firm performance. This paper builds a dynamic macroeconomic model to study the long-run general-equilibrium effects of power outages on productivity. Outages lower productivity in the model by creating idle resources, depressing the scale of incumbent firms and reducing entry of new firms. Consistent with the empirical literature, the model predicts small short-run effects of eliminating outages. However, the long-run general-equilibrium effects are much larger, supporting the view that eliminating outages is an important development objective.",https://www.aeaweb.org/articles?id=10.1257/mac.20210248,Stephie Fried,David Lagakos,,,,,,,,,,,,,,,,,,,D22,D24,G32,L94,O13,O14,,,,,,,,,,,,,,
Trade Policies and Fiscal Devaluations,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"Fiscal devaluations—an increase in import tariffs and export subsidies (IX) or an increase in value-added taxes and payroll subsidies (VP)—have been shown to provide as much stimulus under fixed exchange rates as a currency devaluation. We find that if agents expect policies to be reversed and the tax pass-through is large, VP is contractionary and IX provides a modest boost. In our medium-scale DSGE model, both features are crucial in accounting for Germany's underperformance in response to VP in 2007. These findings cast doubt on fiscal devaluations as a cyclical stabilization tool when monetary policy is constrained.",https://www.aeaweb.org/articles?id=10.1257/mac.20210163,Christopher Erceg,Andrea Prestipino,Andrea Raffo,,,,,,,,,,,,,,,,,,E32,E52,E62,F13,F33,H20,,,,,,,,,,,,,,
Monetary Policy in Sudden Stop-Prone Economies,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"This paper proposes a parsimonious theory explaining the cyclicality of monetary policy in emerging countries in a model where access to foreign financing depends on the real exchange rate and the government lacks commitment. The discretionary monetary policy is procyclical to mitigate balance sheet effects originating from exchange rate depreciations during sudden stops. Committing to an inflation targeting regime is found to increase social welfare and reduce the frequency of financial crises despite increasing their severity. Finally, the ability to use capital controls induces a less procyclical discretionary monetary policy and delivers higher welfare gains than an inflation targeting regime.",https://www.aeaweb.org/articles?id=10.1257/mac.20200201,Louphou Coulibaly,,,,,,,,,,,,,,,,,,,,E31,E32,E44,E52,F31,F33,F38,,,,,,,,,,,,,
Taxation of Consumption and Labor Income: A Quantitative Approach,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"I quantitatively characterize optimal consumption and labor income taxes in a structural life-cycle model of household consumption, saving, and employment choices that allows for irreversibility of durable goods and preference heterogeneity. I find that durables should be subsidized and nondurables should be taxed at a uniform rate. The durable subsidy is driven by the life-cycle features of the model together with durables' irreversibility and borrowing constraints. Uniform taxation on nondurables holds under exogenous and endogenous—fully or weakly separable—labor supply and it relies on homogeneity of intertemporal preferences. Allowing for government's equity concerns, I show that the model rationalizes the tax practice.",https://www.aeaweb.org/articles?id=10.1257/mac.20200289,Francesca Parodi,,,,,,,,,,,,,,,,,,,,D15,G51,H21,H23,H24,H31,J22,,,,,,,,,,,,,
"Disentangling COVID-19, Economic Mobility, and Containment Policy Shocks","VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"We study the dynamic interaction between COVID-19, economic mobility, and containment policy. We use Bayesian panel structural vector autoregressions with daily data for 44 countries, identified through traditional and narrative sign restrictions. We find that incidence shocks and containment shocks have large and persistent effects on mobility, morbidity, and mortality that last for one to two months. These shocks are the main drivers of the pandemic, explaining between 20 and 60 percent of the average and historical variability in mobility, cases, and deaths worldwide. The policy trade-off associated to nonpharmaceutical interventions is 1 pp less economic mobility per day for 8 percent fewer deaths after 3 months.",https://www.aeaweb.org/articles?id=10.1257/mac.20210071,Annika Camehl,Malte Rieth,,,,,,,,,,,,,,,,,,,C43,H51,I12,I18,O15,,,,,,,,,,,,,,,
"""Quick Response"" Economic Stimulus: The Effect of Small-Value Digital Coupons on Spending","VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"We study a new consumption stimulus program implemented by a large Chinese city that leverages mobile payment platforms to dispense massive amounts of small-value digital coupons. Exploiting a ""rush"" design of the dispensing process in which over 1 million program participants compete for coupons on a first-come, first-served basis through a digital portal, we estimate that winning coupons increases weekly out-of-pocket spending by US$3 for every US$1 in government subsidy. Coupon-winning consumers practice intertemporal substitution by moving up purchases that would have been made four months in the future. Customer flow analysis suggests that coupons distort consumption toward pricier options.",https://www.aeaweb.org/articles?id=10.1257/mac.20210148,Jianwei Xing,Eric Yongchen Zou,Zhentao Yin,Yong Wang,Zhenhua Li,,,,,,,,,,,,,,,,D15,E21,E42,H71,O18,P25,P36,,,,,,,,,,,,,
"Schooling, Skill Demand, and Differential Fertility in the Process of Structural Transformation","VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"Demography and structural transformation are interrelated, and depend critically on education. At the turn of the twentieth century, US parents began having fewer children while increasing educational investment per child. This quantity-quality tradeoff facilitated job reallocation from the low-skilled agricultural sector to the high-skilled nonagricultural sector. This transformation is examined in a heterogeneous agent model with a nondegenerate human capital distribution, focusing on how fertility and education decisions affect structural transformation. The result shows that the quantity-quality decisions account for up to approximately one-third of the decline in the agricultural employment share.",https://www.aeaweb.org/articles?id=10.1257/mac.20180348,T. Terry Cheung,,,,,,,,,,,,,,,,,,,,E24,I21,I26,J11,J13,J24,N31,,,,,,,,,,,,,
Overpersistence Bias in Individual Income Expectations and Its Aggregate Implications,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"Using microlevel data, we document systematic forecast errors in household income expectations that are related to the level of income. We show that these errors can be formalized by a modest deviation from rational expectations, where agents overestimate the persistence of their income process. We then investigate the implications of these distortions on consumption and savings behavior and find two effects. First, these distortions allow an otherwise fully optimization-based quantitative model to match the joint distribution of liquid assets and income. Second, the bias alters the distribution of marginal propensities to consume which makes government stimulus policies less effective.",https://www.aeaweb.org/articles?id=10.1257/mac.20190056,Filip Rozsypal,Kathrin Schlafmann,,,,,,,,,,,,,,,,,,,D84,E21,D91,E62,G51,,,,,,,,,,,,,,,
Information Dynamics and Macro Fluctuations,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"The amount of information produced about firms' productivities and about the quality of collateral backing their loans varies over time. These information dynamics determine the evolution of credit, output and productivity, which feeds back into incentives to produce information. We characterize this intricate dynamic relation. A credit boom happens when information about collateral depreciates. A financial crisis happens when information about collateral is suddenly generated. Information about firms' individual productivities over credit booms can prevent or tame the crisis, acting as an endogenous macroprudential force.",https://www.aeaweb.org/articles?id=10.1257/mac.20210101,Kyriakos Chousakos,Gary Gorton,Guillermo Ordoñez,,,,,,,,,,,,,,,,,,D24,D83,E32,E44,G01,G32,,,,,,,,,,,,,,
Optimal Policy for Macrofinancial Stability,"VOL. 15, NO. 4, OCTOBER 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"There is a new and now large literature analyzing government policies for financial stability based on models with endogenous borrowing constraints. These normative analyses build upon the concept of constrained efficient allocation where the social planner is constrained by the same borrowing limit that agents face. In this paper, we show that there exists at least one set of tools implementing the constrained efficient allocation that can also be used by a Ramsey planner to replicate an unconstrained allocation, achieving higher welfare. Constrained efficiency may lead to inaccurate characterizations of welfare maximizing policies relative to Ramsey optimal policy.",https://www.aeaweb.org/articles?id=10.1257/mac.20200046,Gianluca Benigno,Huigang Chen,Christopher Otrok,Alessandro Rebucci,Eric R. Young,,,,,,,,,,,,,,,,E32,E44,E61,G01,H21,,,,,,,,,,,,,,,
Estimating the Optimal Inflation Target from Trends in Relative Prices,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"We derive closed-form expressions for the optimal inflation target under Calvo and menu-cost frictions in a model featuring a product life cycle and multiple sources of heterogeneity across goods. We show that both frictions deliver the same optimal target and how it can be estimated from observed trends in relative prices. Using micro price data underlying the CPI in the United Kingdom, we document that relative prices fall over the product lifetime in most expenditure items. This causes the optimal inflation target to be positive, with our baseline estimate for the United Kingdom being equal to 2.6 percent in 2016. The optimal target has steadily increased over the prior two decades due to an acceleration in the rates of relative price decline over time.",https://www.aeaweb.org/articles?id=10.1257/mac.20200320,Klaus Adam,Henning Weber,,,,,,,,,,,,,,,,,,,C51,D15,E31,L11,,,,,,,,,,,,,,,,
Measuring the Cost of Living in Mexico and the United States,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"We use a dataset with prices and spending on consumer packaged goods matched at the bar code level across the United States and Mexico to measure the price index in Mexico relative to the United States. Mexican prices relative to the United States are 23 percent lower compared to the International Comparisons Project's (ICP) price index. We decompose the 23 percent gap into the biases from imputation, sampling, quality, and variety. Quality bias increases Mexican prices by 48 percent. Imputation, sampling, and variety bias lowers Mexican prices by 11 percent, 13 percent, and 33 percent, respectively.",https://www.aeaweb.org/articles?id=10.1257/mac.20200486,David Argente,Chang-Tai Hsieh,Munseob Lee,,,,,,,,,,,,,,,,,,C43,E31,I31,O11,O12,,,,,,,,,,,,,,,
Macroeconomic Implications of Uniform Pricing,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"We compile a new database of grocery prices in Argentina. We find uniform pricing both within and across regions—i.e., prices almost do not vary within the stores of a chain. In line with uniform pricing, prices in stores of chains operating in one region react to changes in regional employment while prices in multiregion chains do not. Using a quantitative regional model with multiregion firms and uniform pricing, we find a one-half smaller elasticity of prices to a regional than an aggregate shock. This result highlights that some caution may be necessary when using regional shocks to estimate aggregate elasticities.",https://www.aeaweb.org/articles?id=10.1257/mac.20210172,Diego Daruich,Julian Kozlowski,,,,,,,,,,,,,,,,,,,D22,L11,L81,O14,O18,R32,,,,,,,,,,,,,,
How Does Consumption Respond to News about Inflation? Field Evidence from a Randomized Control Trial,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"We implement a survey of Dutch households in which random subsets of respondents receive information about inflation. The resulting exogenously generated variation in inflation expectations is used to assess how expectations affect consumption decisions. The causal effects of reduced inflation expectations on nondurable spending are imprecisely estimated, but there is a sharp positive effect on durable spending. This is likely driven by the fact that Dutch households seem to become more optimistic about their real income and aggregate spending when they decrease their inflation expectations. We find little role for cognitive or financial constraints in explaining spending responses.",https://www.aeaweb.org/articles?id=10.1257/mac.20200445,Olivier Coibion,Dimitris Georgarakos,Yuriy Gorodnichenko,Maarten van Rooij,,,,,,,,,,,,,,,,,C83,D12,D83,D84,E21,E31,,,,,,,,,,,,,,
Efficient Consolidation of Incentives for Education and Retirement Savings,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"We study optimal tax policies with human capital investment and retirement savings for present-biased agents. Agents are heterogeneous in their innate ability and make risky education investments, which determines their labor productivity. We demonstrate that the optimal distortions vary with education status. In particular, the optimal policy encourages human capital investment with savings incentives. Our implementation uses income-contingent student loans and existing retirement policies, augmented by a new tax instrument that subsidizes retirement savings for college graduates. The instrument mimics the latest policy proposals by allowing employers to offer 401(k) matching contributions proportional to student loans repayment.",https://www.aeaweb.org/articles?id=10.1257/mac.20200181,Radoslaw Paluszynski,Pei Cheng Yu,,,,,,,,,,,,,,,,,,,G51,H21,H24,I26,J24,J26,,,,,,,,,,,,,,
Human Capital Accumulation at Work: Estimates for the World and Implications for Development,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"We (i) study wage-experience profiles and obtain measures of returns to potential work experience using data from about 24 million individuals in 1,084 surveys and census samples across 145 countries; (ii) show that workers in developed countries accumulate twice as much human capital at work as those in developing countries; (iii) use a simple accounting framework to find that the contribution of work experience and education to human capital accumulation and economic development might be equally important; and (iv) employ panel regressions to investigate how changes in the returns over time correlate with several factors such as economic recessions, transitions, and human capital stocks.",https://www.aeaweb.org/articles?id=10.1257/mac.20210002,Remi Jedwab,Paul Romer,Asif M. Islam,Roberto Samaniego,,,,,,,,,,,,,,,,,D12,I25,I26,J24,J31,O15,,,,,,,,,,,,,,
The Rise of Niche Consumption,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"Over the last 15 years, individual households have concentrated their spending on a few preferred products. However, this is not driven by ""superstar"" products capturing larger market shares. Instead, households increasingly purchase different products from each other. As a result, aggregate spending concentration has decreased. We develop a model of heterogeneous household demand and use it to conclude that increasing product variety drives these divergent trends. When more products are available, households select products better matched to their tastes. This delivers welfare gains from selection equal to about half a percent per year in the categories covered by our data.",https://www.aeaweb.org/articles?id=10.1257/mac.20210263,Brent Neiman,Joseph Vavra,,,,,,,,,,,,,,,,,,,D12,D91,E21,L66,,,,,,,,,,,,,,,,
The Macroeconomic Impact of Europe's Carbon Taxes,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,We estimate the macroeconomic impacts of carbon taxes on GDP and employment growth rates using 30 years of data on carbon taxation in various European countries. We find no evidence for a negative impact on employment or GDP growth but rather find a zero to modest positive impact. We also find a cumulative emissions reduction on the order of 4 to 6 percent for a $40/ton CO2 tax covering 30 percent of emissions. Reductions would likely be greater for a broad-based US carbon tax since European carbon taxes typically do not cover those sectors with the lowest marginal abatement costs.,https://www.aeaweb.org/articles?id=10.1257/mac.20210052,Gilbert E. Metcalf,James H. Stock,,,,,,,,,,,,,,,,,,,E23,E24,H23,Q54,Q58,,,,,,,,,,,,,,,
The Causal Effects of Lockdown Policies on Health and Macroeconomic Outcomes,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"We assess the causal impact of pandemic-induced lockdowns on health and macroeconomic outcomes and measure the trade-off between containing the spread of a pandemic and economic activity. To do so, we estimate an epidemiological model with time-varying parameters and use its output as information for estimating SVARs and LPs that quantify the causal effects of nonpharmaceutical policy interventions. We apply our approach to Belgian data for the COVID-19 pandemic during 2020. We find that additional government-mandated mobility curtailments would have reduced deaths at a very small cost in terms of GDP.",https://www.aeaweb.org/articles?id=10.1257/mac.20210367,Jonas E. Arias,Jesús Fernández-Villaverde,Juan F. Rubio-Ramírez,Minchul Shin,,,,,,,,,,,,,,,,,E23,H51,I12,I15,I18,,,,,,,,,,,,,,,
The Intensive Margin in Trade: How Big and How Important?,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"In benchmark trade models that feature a constant trade elasticity, bilateral exports vary entirely on the intensive margin (exports per firm) or entirely on the extensive margin (number of firms). Our empirical analysis documents that roughly one-half of this variation occurs along each margin, implying that the trade elasticity is not constant. We estimate a generalized Melitz model with a joint log-normal distribution for firm productivity, fixed costs, and demand shifters. Using exact-hat algebra, we quantify how trade costs affect trade flows and welfare. Welfare effects are similar to those in the Melitz-Pareto model, but implied trade flows differ significantly.",https://www.aeaweb.org/articles?id=10.1257/mac.20200269,Ana M. Fernandes,Peter J. Klenow,Sergii Meleshchuk,Martha Denisse Pierola,Andrés Rodríguez-Clare,,,,,,,,,,,,,,,,D22,D24,D43,F12,F14,L13,,,,,,,,,,,,,,
Has the Information Channel of Monetary Policy Disappeared? Revisiting the Empirical Evidence,"VOL. 15, NO. 3, JULY 2023",AMERICAN ECONOMIC JOURNAL: MACROECONOMICS,"Does the Federal Reserve have an ""information advantage"" in forecasting macroeconomic variables beyond what is known to private sector forecasters? And are market participants reacting only to monetary policy shocks or also to information on the future state of the economy that the Federal Reserve communicates in its announcements via an ""information channel""? This paper investigates the evolution of both the information advantage and the information channel over time. Although they appear to be important historically, we find substantially weaker empirical evidence of their presence in recent years once instabilities are accounted for.",https://www.aeaweb.org/articles?id=10.1257/mac.20200068,Lukas Hoesch,Barbara Rossi,Tatevik Sekhposyan,,,,,,,,,,,,,,,,,,C53,E32,E37,E47,E52,E58,,,,,,,,,,,,,,
